"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Central","2024-05-13 03:00:00.000","3","Monday","Weekday","20","May","Q2: Apr - Jun","13","0"
"Dublin Central","2024-05-13 04:00:00.000","4","Monday","Weekday","20","May","Q2: Apr - Jun","13","97"
"Dublin Central","2024-05-13 05:00:00.000","5","Monday","Weekday","20","May","Q2: Apr - Jun","13","138"
"Dublin Central","2024-05-13 06:00:00.000","6","Monday","Weekday","20","May","Q2: Apr - Jun","13","166"
"Dublin Central","2024-05-13 07:00:00.000","7","Monday","Weekday","20","May","Q2: Apr - Jun","13","304"
"Dublin Central","2024-05-13 08:00:00.000","8","Monday","Weekday","20","May","Q2: Apr - Jun","13","222"
"Dublin Central","2024-05-13 09:00:00.000","9","Monday","Weekday","20","May","Q2: Apr - Jun","13","132"
"Dublin Central","2024-05-13 10:00:00.000","10","Monday","Weekday","20","May","Q2: Apr - Jun","13","84"
"Dublin Central","2024-05-13 11:00:00.000","11","Monday","Weekday","20","May","Q2: Apr - Jun","13","81"
"Dublin Central","2024-05-13 12:00:00.000","12","Monday","Weekday","20","May","Q2: Apr - Jun","13","95"
"Dublin Central","2024-05-13 13:00:00.000","13","Monday","Weekday","20","May","Q2: Apr - Jun","13","85"
"Dublin Central","2024-05-13 14:00:00.000","14","Monday","Weekday","20","May","Q2: Apr - Jun","13","84"
"Dublin Central","2024-05-13 15:00:00.000","15","Monday","Weekday","20","May","Q2: Apr - Jun","13","216"
"Dublin Central","2024-05-13 16:00:00.000","16","Monday","Weekday","20","May","Q2: Apr - Jun","13","252"
"Dublin Central","2024-05-13 17:00:00.000","17","Monday","Weekday","20","May","Q2: Apr - Jun","13","195"
"Dublin Central","2024-05-13 18:00:00.000","18","Monday","Weekday","20","May","Q2: Apr - Jun","13","170"
"Dublin Central","2024-05-13 19:00:00.000","19","Monday","Weekday","20","May","Q2: Apr - Jun","13","114"
"Dublin Central","2024-05-13 20:00:00.000","20","Monday","Weekday","20","May","Q2: Apr - Jun","13","120"
"Dublin Central","2024-05-13 21:00:00.000","21","Monday","Weekday","20","May","Q2: Apr - Jun","13","93"
"Dublin Central","2024-05-13 22:00:00.000","22","Monday","Weekday","20","May","Q2: Apr - Jun","13","56"
"Dublin Central","2024-05-13 23:00:00.000","23","Monday","Weekday","20","May","Q2: Apr - Jun","13","23"
"Dublin Central","2024-05-14 00:00:00.000","0","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","0"
"Dublin Central","2024-05-14 01:00:00.000","1","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","0"
"Dublin Central","2024-05-14 02:00:00.000","2","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","0"
"Dublin Central","2024-05-14 03:00:00.000","3","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","0"
"Dublin Central","2024-05-14 04:00:00.000","4","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","74"
"Dublin Central","2024-05-14 05:00:00.000","5","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","115"
"Dublin Central","2024-05-14 06:00:00.000","6","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","198"
"Dublin Central","2024-05-14 07:00:00.000","7","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","392"
"Dublin Central","2024-05-14 08:00:00.000","8","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","275"
"Dublin Central","2024-05-14 09:00:00.000","9","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","182"
"Dublin Central","2024-05-14 10:00:00.000","10","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","153"
"Dublin Central","2024-05-14 11:00:00.000","11","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","222"
"Dublin Central","2024-05-14 12:00:00.000","12","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","270"
"Dublin Central","2024-05-14 13:00:00.000","13","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","174"
"Dublin Central","2024-05-14 14:00:00.000","14","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","199"
"Dublin Central","2024-05-14 15:00:00.000","15","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","293"
"Dublin Central","2024-05-14 16:00:00.000","16","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","370"
"Dublin Central","2024-05-14 17:00:00.000","17","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","292"
"Dublin Central","2024-05-14 18:00:00.000","18","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","204"
"Dublin Central","2024-05-14 19:00:00.000","19","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","121"
"Dublin Central","2024-05-14 20:00:00.000","20","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","107"
"Dublin Central","2024-05-14 21:00:00.000","21","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","96"
"Dublin Central","2024-05-14 22:00:00.000","22","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","82"
"Dublin Central","2024-05-14 23:00:00.000","23","Tuesday","Weekday","20","May","Q2: Apr - Jun","14","32"
"Dublin Central","2024-05-15 00:00:00.000","0","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","0"
"Dublin Central","2024-05-15 01:00:00.000","1","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","0"
"Dublin Central","2024-05-15 02:00:00.000","2","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","0"
"Dublin Central","2024-05-15 03:00:00.000","3","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","0"
"Dublin Central","2024-05-15 04:00:00.000","4","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","50"
"Dublin Central","2024-05-15 05:00:00.000","5","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","177"
"Dublin Central","2024-05-15 06:00:00.000","6","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","213"
"Dublin Central","2024-05-15 07:00:00.000","7","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","379"
"Dublin Central","2024-05-15 08:00:00.000","8","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","331"
"Dublin Central","2024-05-15 09:00:00.000","9","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","171"
"Dublin Central","2024-05-15 10:00:00.000","10","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","188"
"Dublin Central","2024-05-15 11:00:00.000","11","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","270"
"Dublin Central","2024-05-15 12:00:00.000","12","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","257"
"Dublin Central","2024-05-15 13:00:00.000","13","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","198"
"Dublin Central","2024-05-15 14:00:00.000","14","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","220"
"Dublin Central","2024-05-15 15:00:00.000","15","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","298"
"Dublin Central","2024-05-15 16:00:00.000","16","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","353"
"Dublin Central","2024-05-15 17:00:00.000","17","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","328"
"Dublin Central","2024-05-15 18:00:00.000","18","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","236"
"Dublin Central","2024-05-15 19:00:00.000","19","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","149"
"Dublin Central","2024-05-15 20:00:00.000","20","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","126"
"Dublin Central","2024-05-15 21:00:00.000","21","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","127"
"Dublin Central","2024-05-15 22:00:00.000","22","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","84"
"Dublin Central","2024-05-15 23:00:00.000","23","Wednesday","Weekday","20","May","Q2: Apr - Jun","15","24"
"Dublin Central","2024-05-16 00:00:00.000","0","Thursday","Weekday","20","May","Q2: Apr - Jun","16","0"
"Dublin Central","2024-05-16 01:00:00.000","1","Thursday","Weekday","20","May","Q2: Apr - Jun","16","0"
"Dublin Central","2024-05-16 02:00:00.000","2","Thursday","Weekday","20","May","Q2: Apr - Jun","16","1"
"Dublin Central","2024-05-16 03:00:00.000","3","Thursday","Weekday","20","May","Q2: Apr - Jun","16","0"
"Dublin Central","2024-05-16 04:00:00.000","4","Thursday","Weekday","20","May","Q2: Apr - Jun","16","71"
"Dublin Central","2024-05-16 05:00:00.000","5","Thursday","Weekday","20","May","Q2: Apr - Jun","16","132"
"Dublin Central","2024-05-16 06:00:00.000","6","Thursday","Weekday","20","May","Q2: Apr - Jun","16","217"
"Dublin Central","2024-05-16 07:00:00.000","7","Thursday","Weekday","20","May","Q2: Apr - Jun","16","393"
"Dublin Central","2024-05-16 08:00:00.000","8","Thursday","Weekday","20","May","Q2: Apr - Jun","16","279"
"Dublin Central","2024-05-16 09:00:00.000","9","Thursday","Weekday","20","May","Q2: Apr - Jun","16","153"
"Dublin Central","2024-05-16 10:00:00.000","10","Thursday","Weekday","20","May","Q2: Apr - Jun","16","192"
"Dublin Central","2024-05-16 11:00:00.000","11","Thursday","Weekday","20","May","Q2: Apr - Jun","16","244"
"Dublin Central","2024-05-16 12:00:00.000","12","Thursday","Weekday","20","May","Q2: Apr - Jun","16","264"
"Dublin Central","2024-05-16 13:00:00.000","13","Thursday","Weekday","20","May","Q2: Apr - Jun","16","206"
"Dublin Central","2024-05-16 14:00:00.000","14","Thursday","Weekday","20","May","Q2: Apr - Jun","16","220"
"Dublin Central","2024-05-16 15:00:00.000","15","Thursday","Weekday","20","May","Q2: Apr - Jun","16","283"
"Dublin Central","2024-05-16 16:00:00.000","16","Thursday","Weekday","20","May","Q2: Apr - Jun","16","354"
"Dublin Central","2024-05-16 17:00:00.000","17","Thursday","Weekday","20","May","Q2: Apr - Jun","16","271"
"Dublin Central","2024-05-16 18:00:00.000","18","Thursday","Weekday","20","May","Q2: Apr - Jun","16","174"
"Dublin Central","2024-05-16 19:00:00.000","19","Thursday","Weekday","20","May","Q2: Apr - Jun","16","159"
"Dublin Central","2024-05-16 20:00:00.000","20","Thursday","Weekday","20","May","Q2: Apr - Jun","16","127"
"Dublin Central","2024-05-16 21:00:00.000","21","Thursday","Weekday","20","May","Q2: Apr - Jun","16","124"
"Dublin Central","2024-05-16 22:00:00.000","22","Thursday","Weekday","20","May","Q2: Apr - Jun","16","93"
"Dublin Central","2024-05-16 23:00:00.000","23","Thursday","Weekday","20","May","Q2: Apr - Jun","16","37"
"Dublin Central","2024-05-17 00:00:00.000","0","Friday","Weekday","20","May","Q2: Apr - Jun","17","0"
"Dublin Central","2024-05-17 01:00:00.000","1","Friday","Weekday","20","May","Q2: Apr - Jun","17","0"
"Dublin Central","2024-05-17 02:00:00.000","2","Friday","Weekday","20","May","Q2: Apr - Jun","17","0"
"Dublin Central","2024-05-17 03:00:00.000","3","Friday","Weekday","20","May","Q2: Apr - Jun","17","2"
"Dublin Central","2024-05-17 04:00:00.000","4","Friday","Weekday","20","May","Q2: Apr - Jun","17","38"
"Dublin Central","2024-05-17 05:00:00.000","5","Friday","Weekday","20","May","Q2: Apr - Jun","17","144"
"Dublin Central","2024-05-17 06:00:00.000","6","Friday","Weekday","20","May","Q2: Apr - Jun","17","178"
"Dublin Central","2024-05-17 07:00:00.000","7","Friday","Weekday","20","May","Q2: Apr - Jun","17","303"
"Dublin Central","2024-05-17 08:00:00.000","8","Friday","Weekday","20","May","Q2: Apr - Jun","17","224"
"Dublin Central","2024-05-17 09:00:00.000","9","Friday","Weekday","20","May","Q2: Apr - Jun","17","142"
"Dublin Central","2024-05-17 10:00:00.000","10","Friday","Weekday","20","May","Q2: Apr - Jun","17","165"
"Dublin Central","2024-05-17 11:00:00.000","11","Friday","Weekday","20","May","Q2: Apr - Jun","17","224"
"Dublin Central","2024-05-17 12:00:00.000","12","Friday","Weekday","20","May","Q2: Apr - Jun","17","260"
"Dublin Central","2024-05-17 13:00:00.000","13","Friday","Weekday","20","May","Q2: Apr - Jun","17","229"
"Dublin Central","2024-05-17 14:00:00.000","14","Friday","Weekday","20","May","Q2: Apr - Jun","17","207"
"Dublin Central","2024-05-17 15:00:00.000","15","Friday","Weekday","20","May","Q2: Apr - Jun","17","299"
"Dublin Central","2024-05-17 16:00:00.000","16","Friday","Weekday","20","May","Q2: Apr - Jun","17","303"
"Dublin Central","2024-05-17 17:00:00.000","17","Friday","Weekday","20","May","Q2: Apr - Jun","17","278"
"Dublin Central","2024-05-17 18:00:00.000","18","Friday","Weekday","20","May","Q2: Apr - Jun","17","200"
"Dublin Central","2024-05-17 19:00:00.000","19","Friday","Weekday","20","May","Q2: Apr - Jun","17","168"
"Dublin Central","2024-05-17 20:00:00.000","20","Friday","Weekday","20","May","Q2: Apr - Jun","17","138"
"Dublin Central","2024-05-17 21:00:00.000","21","Friday","Weekday","20","May","Q2: Apr - Jun","17","145"
"Dublin Central","2024-05-17 22:00:00.000","22","Friday","Weekday","20","May","Q2: Apr - Jun","17","115"
"Dublin Central","2024-05-17 23:00:00.000","23","Friday","Weekday","20","May","Q2: Apr - Jun","17","55"
"Dublin Central","2024-05-18 00:00:00.000","0","Saturday","Weekend","20","May","Q2: Apr - Jun","18","3"
"Dublin Central","2024-05-18 01:00:00.000","1","Saturday","Weekend","20","May","Q2: Apr - Jun","18","0"
"Dublin Central","2024-05-18 02:00:00.000","2","Saturday","Weekend","20","May","Q2: Apr - Jun","18","0"
"Dublin Central","2024-05-18 03:00:00.000","3","Saturday","Weekend","20","May","Q2: Apr - Jun","18","0"
"Dublin Central","2024-05-18 04:00:00.000","4","Saturday","Weekend","20","May","Q2: Apr - Jun","18","25"
"Dublin Central","2024-05-18 05:00:00.000","5","Saturday","Weekend","20","May","Q2: Apr - Jun","18","48"
"Dublin Central","2024-05-18 06:00:00.000","6","Saturday","Weekend","20","May","Q2: Apr - Jun","18","82"
"Dublin Central","2024-05-18 07:00:00.000","7","Saturday","Weekend","20","May","Q2: Apr - Jun","18","116"
"Dublin Central","2024-05-18 08:00:00.000","8","Saturday","Weekend","20","May","Q2: Apr - Jun","18","159"
"Dublin Central","2024-05-18 09:00:00.000","9","Saturday","Weekend","20","May","Q2: Apr - Jun","18","191"
"Dublin Central","2024-05-18 10:00:00.000","10","Saturday","Weekend","20","May","Q2: Apr - Jun","18","166"
"Dublin Central","2024-05-18 11:00:00.000","11","Saturday","Weekend","20","May","Q2: Apr - Jun","18","195"
"Dublin Central","2024-05-18 12:00:00.000","12","Saturday","Weekend","20","May","Q2: Apr - Jun","18","224"
"Dublin Central","2024-05-18 13:00:00.000","13","Saturday","Weekend","20","May","Q2: Apr - Jun","18","252"
"Dublin Central","2024-05-18 14:00:00.000","14","Saturday","Weekend","20","May","Q2: Apr - Jun","18","198"
"Dublin Central","2024-05-18 15:00:00.000","15","Saturday","Weekend","20","May","Q2: Apr - Jun","18","200"
"Dublin Central","2024-05-18 16:00:00.000","16","Saturday","Weekend","20","May","Q2: Apr - Jun","18","194"
"Dublin Central","2024-05-18 17:00:00.000","17","Saturday","Weekend","20","May","Q2: Apr - Jun","18","176"
"Dublin Central","2024-05-18 18:00:00.000","18","Saturday","Weekend","20","May","Q2: Apr - Jun","18","134"
"Dublin Central","2024-05-18 19:00:00.000","19","Saturday","Weekend","20","May","Q2: Apr - Jun","18","134"
"Dublin Central","2024-05-18 20:00:00.000","20","Saturday","Weekend","20","May","Q2: Apr - Jun","18","112"
"Dublin Central","2024-05-18 21:00:00.000","21","Saturday","Weekend","20","May","Q2: Apr - Jun","18","116"
"Dublin Central","2024-05-18 22:00:00.000","22","Saturday","Weekend","20","May","Q2: Apr - Jun","18","111"
"Dublin Central","2024-05-18 23:00:00.000","23","Saturday","Weekend","20","May","Q2: Apr - Jun","18","51"
"Dublin Central","2024-05-19 00:00:00.000","0","Sunday","Weekend","20","May","Q2: Apr - Jun","19","1"
"Dublin Central","2024-05-19 01:00:00.000","1","Sunday","Weekend","20","May","Q2: Apr - Jun","19","0"
"Dublin Central","2024-05-19 02:00:00.000","2","Sunday","Weekend","20","May","Q2: Apr - Jun","19","0"
"Dublin Central","2024-05-19 03:00:00.000","3","Sunday","Weekend","20","May","Q2: Apr - Jun","19","0"
"Dublin Central","2024-05-19 04:00:00.000","4","Sunday","Weekend","20","May","Q2: Apr - Jun","19","22"
"Dublin Central","2024-05-19 05:00:00.000","5","Sunday","Weekend","20","May","Q2: Apr - Jun","19","46"
"Dublin Central","2024-05-19 06:00:00.000","6","Sunday","Weekend","20","May","Q2: Apr - Jun","19","57"
"Dublin Central","2024-05-19 07:00:00.000","7","Sunday","Weekend","20","May","Q2: Apr - Jun","19","71"
"Dublin Central","2024-05-19 08:00:00.000","8","Sunday","Weekend","20","May","Q2: Apr - Jun","19","110"
"Dublin Central","2024-05-19 09:00:00.000","9","Sunday","Weekend","20","May","Q2: Apr - Jun","19","148"
"Dublin Central","2024-05-19 10:00:00.000","10","Sunday","Weekend","20","May","Q2: Apr - Jun","19","162"
"Dublin Central","2024-05-19 11:00:00.000","11","Sunday","Weekend","20","May","Q2: Apr - Jun","19","200"
"Dublin Central","2024-05-19 12:00:00.000","12","Sunday","Weekend","20","May","Q2: Apr - Jun","19","191"
"Dublin Central","2024-05-19 13:00:00.000","13","Sunday","Weekend","20","May","Q2: Apr - Jun","19","189"
"Dublin Central","2024-05-19 14:00:00.000","14","Sunday","Weekend","20","May","Q2: Apr - Jun","19","191"
"Dublin Central","2024-05-19 15:00:00.000","15","Sunday","Weekend","20","May","Q2: Apr - Jun","19","211"
"Dublin Central","2024-05-19 16:00:00.000","16","Sunday","Weekend","20","May","Q2: Apr - Jun","19","178"
"Dublin Central","2024-05-19 17:00:00.000","17","Sunday","Weekend","20","May","Q2: Apr - Jun","19","183"
"Dublin Central","2024-05-19 18:00:00.000","18","Sunday","Weekend","20","May","Q2: Apr - Jun","19","147"
"Dublin Central","2024-05-19 19:00:00.000","19","Sunday","Weekend","20","May","Q2: Apr - Jun","19","112"
"Dublin Central","2024-05-19 20:00:00.000","20","Sunday","Weekend","20","May","Q2: Apr - Jun","19","99"
"Dublin Central","2024-05-19 21:00:00.000","21","Sunday","Weekend","20","May","Q2: Apr - Jun","19","110"
"Dublin Central","2024-05-19 22:00:00.000","22","Sunday","Weekend","20","May","Q2: Apr - Jun","19","87"
"Dublin Central","2024-05-19 23:00:00.000","23","Sunday","Weekend","20","May","Q2: Apr - Jun","19","35"
"Dublin Central","2024-05-20 00:00:00.000","0","Monday","Weekday","21","May","Q2: Apr - Jun","20","4"
"Dublin Central","2024-05-20 01:00:00.000","1","Monday","Weekday","21","May","Q2: Apr - Jun","20","0"
"Dublin Central","2024-05-20 02:00:00.000","2","Monday","Weekday","21","May","Q2: Apr - Jun","20","0"
"Dublin Central","2024-05-20 03:00:00.000","3","Monday","Weekday","21","May","Q2: Apr - Jun","20","0"
"Dublin Central","2024-05-20 04:00:00.000","4","Monday","Weekday","21","May","Q2: Apr - Jun","20","61"
"Dublin Central","2024-05-20 05:00:00.000","5","Monday","Weekday","21","May","Q2: Apr - Jun","20","157"
"Dublin Central","2024-05-20 06:00:00.000","6","Monday","Weekday","21","May","Q2: Apr - Jun","20","192"
"Dublin Central","2024-05-20 07:00:00.000","7","Monday","Weekday","21","May","Q2: Apr - Jun","20","377"
"Dublin Central","2024-05-20 08:00:00.000","8","Monday","Weekday","21","May","Q2: Apr - Jun","20","299"
"Dublin Central","2024-05-20 09:00:00.000","9","Monday","Weekday","21","May","Q2: Apr - Jun","20","170"
"Dublin Central","2024-05-20 10:00:00.000","10","Monday","Weekday","21","May","Q2: Apr - Jun","20","138"
"Dublin Central","2024-05-20 11:00:00.000","11","Monday","Weekday","21","May","Q2: Apr - Jun","20","226"
"Dublin Central","2024-05-20 12:00:00.000","12","Monday","Weekday","21","May","Q2: Apr - Jun","20","238"
"Dublin Central","2024-05-20 13:00:00.000","13","Monday","Weekday","21","May","Q2: Apr - Jun","20","223"
"Dublin Central","2024-05-20 14:00:00.000","14","Monday","Weekday","21","May","Q2: Apr - Jun","20","174"
"Dublin Central","2024-05-20 15:00:00.000","15","Monday","Weekday","21","May","Q2: Apr - Jun","20","299"
"Dublin Central","2024-05-20 16:00:00.000","16","Monday","Weekday","21","May","Q2: Apr - Jun","20","359"
"Dublin Central","2024-05-20 17:00:00.000","17","Monday","Weekday","21","May","Q2: Apr - Jun","20","221"
"Dublin Central","2024-05-20 18:00:00.000","18","Monday","Weekday","21","May","Q2: Apr - Jun","20","188"
"Dublin Central","2024-05-20 19:00:00.000","19","Monday","Weekday","21","May","Q2: Apr - Jun","20","116"
"Dublin Central","2024-05-20 20:00:00.000","20","Monday","Weekday","21","May","Q2: Apr - Jun","20","106"
